Iddojogador,Nomedojogador,Iddotimerodada1,Iddotimerodada2,Iddotimerodada3,Iddotimerodada4,Iddotimerodada5,Iddotimerodada6,Iddotimerodada7,Iddotimerodada8,Iddotimerodada9,Iddotimerodada10,Iddotimerodada11,Iddotimerodada12,Iddotimerodada13,Iddotimerodada14,Iddotimerodada15,Iddotimerodada16,Iddotimerodada17,Iddotimerodada18,Iddotimerodada19,Iddotimerodada20,Iddotimerodada21,Iddotimerodada22,Iddotimerodada23,Iddotimerodada24,Iddotimerodada25,Iddotimerodada26,Iddotimerodada27,Iddotimerodada28,Iddotimerodada29,Iddotimerodada30,Iddotimerodada31,Iddotimerodada32,Iddotimerodada33,Iddotimerodada34,Iddotimerodada35,Iddotimerodada36,Iddotimerodada37,Iddotimerodada38
10214,D. Torres,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10222,Everaldo,132,132,132,132,132,132,132,132,132,132,132,132,-1,132,132,132,132,132,132,132,132,132,132,-1,132,132,132,132,132,132,132,132,132,132,-1,-1,-1,-1
10224,Regis,132,132,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10372,Marcelo Lomba,119,119,119,119,119,119,119,119,119,-1,119,119,119,-1,119,119,119,-1,119,119,119,119,119,119,119,119,119,119,119,-1,119,119,119,119,119,119,119,-1
10386,Bruno,119,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,119,119,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1
10382,Uendel,119,-1,-1,-1,-1,119,119,119,-1,-1,-1,-1,119,-1,-1,119,-1,-1,119,119,119,119,119,-1,-1,-1,-1,-1,119,119,119,119,119,119,119,119,-1,-1
10385,Emerson Santos,119,-1,-1,-1,119,119,119,-1,119,119,-1,-1,-1,119,119,-1,-1,119,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10383,Roberto,119,-1,-1,-1,-1,-1,-1,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10390,Camilo,119,-1,-1,-1,-1,-1,132,132,132,132,132,132,132,132,132,132,-1,-1,132,132,132,-1,132,132,132,132,132,132,132,-1,132,132,132,-1,132,-1,132,-1
10395,Rodrigo Lindoso,119,119,119,119,119,119,119,119,119,119,-1,-1,-1,-1,-1,119,-1,-1,119,119,119,119,119,119,-1,-1,119,119,119,119,119,119,119,-1,119,119,119,-1
10403,Neilton,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,119,-1,-1,-1,119,-1,119,-1,-1,-1,-1,-1,119,119,119,-1
10396,Nonato,119,-1,119,119,119,119,119,119,119,119,119,119,119,119,119,-1,119,119,-1,119,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1
10406,Rafael Sóbis,119,-1,-1,-1,-1,-1,119,119,119,119,-1,119,119,-1,-1,119,119,119,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1
10400,William Pottker,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,119,119,119,-1,-1,-1,-1,-1
10153,César,127,127,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,127,-1,-1
10162,Pará,127,-1,-1,127,127,127,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,-1,-1,-1,128,128,128,128,-1,-1,128,128,-1,128,-1,-1
10156,Rodrigo Caio,127,-1,127,127,127,127,127,127,127,127,127,-1,-1,-1,127,127,-1,127,127,127,127,127,-1,-1,127,127,127,127,127,127,127,-1,127,127,127,-1,127,-1
10163,Renê,127,-1,-1,127,127,-1,127,127,-1,127,-1,-1,-1,-1,127,-1,-1,-1,-1,-1,127,127,127,127,127,-1,-1,-1,127,127,-1,127,-1,127,-1,127,-1,-1
10160,Léo Duarte,127,-1,-1,127,-1,127,127,-1,127,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10168,Éverton Ribeiro,127,-1,-1,127,127,127,127,127,127,-1,-1,127,-1,-1,-1,127,127,127,-1,127,127,127,127,127,-1,127,127,127,127,127,127,-1,127,127,-1,127,127,-1
2488,G. Cuéllar,127,-1,-1,127,-1,127,-1,-1,-1,127,127,-1,127,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10173,Willian Arão,127,-1,-1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,-1,127,127,127,127,127,-1,127,127,127,-1,127,-1
2612,G. De Arrascaeta,127,-1,-1,127,-1,127,-1,-1,127,-1,-1,127,127,127,127,127,-1,127,127,127,127,-1,-1,-1,-1,-1,127,127,127,-1,-1,127,-1,127,127,127,127,-1
10174,Gabriel Barbosa,127,-1,-1,127,127,127,127,127,127,127,127,-1,-1,127,127,127,127,127,127,127,127,-1,-1,-1,127,127,127,127,-1,127,127,127,127,-1,127,127,127,-1
10180,Bruno Henrique,127,-1,-1,127,127,-1,127,127,127,-1,127,127,127,127,-1,127,-1,127,127,127,127,127,127,127,-1,127,127,127,127,127,127,-1,127,127,127,-1,127,-1
10080,Fábio,135,135,135,-1,135,135,135,135,135,-1,-1,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,-1
10086,Edílson,135,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,135,135,135,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,135,-1,-1
10090,Dedé,135,135,135,135,135,135,135,135,135,-1,-1,135,135,135,-1,135,-1,-1,-1,135,135,-1,135,135,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10087,Dodô,135,-1,135,-1,-1,-1,135,135,-1,135,135,-1,-1,135,135,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,135,135,-1,-1,-1,-1,135,-1
10083,Murilo,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10099,Henrique,135,135,-1,135,135,135,135,135,135,-1,-1,135,135,135,135,135,135,135,135,135,135,-1,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,-1
10096,Marquinhos Gabriel,135,-1,-1,-1,135,135,-1,-1,-1,-1,-1,135,135,135,135,135,135,135,-1,135,-1,-1,-1,135,-1,135,-1,135,135,135,135,135,-1,-1,-1,-1,135,-1
10094,Rodriguinho,135,135,-1,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10100,L. Romero,135,-1,135,135,135,135,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10104,Fred,135,135,135,135,135,135,-1,-1,-1,-1,135,135,-1,-1,135,-1,135,135,-1,-1,-1,135,135,135,135,135,135,135,135,-1,135,-1,-1,135,-1,135,-1,-1
10106,Pedro Rocha,135,135,135,135,-1,-1,135,135,135,-1,-1,135,135,135,-1,135,-1,135,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,135,-1,135,-1
10296,Rodolfo,124,124,124,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10301,Matheus Ferraz,124,124,124,124,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10305,Gilberto,124,124,124,124,124,-1,-1,-1,124,124,124,-1,-1,-1,124,-1,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,-1
10306,Nino,124,124,124,124,124,124,-1,124,124,124,124,124,124,124,124,124,124,124,-1,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,-1
10316,Caio Henrique,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,-1,-1,124,124,124,124,124,124,124,-1,124,124,124,124,124,-1
10318,Airton,124,124,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,124,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,-1
10317,Bruno Silva,124,124,-1,-1,-1,-1,-1,-1,-1,124,-1,-1,-1,119,119,-1,119,-1,-1,-1,-1,-1,-1,-1,119,119,-1,-1,-1,119,-1,-1,-1,119,-1,-1,-1,-1
10319,Allan,124,124,124,124,-1,124,124,124,-1,-1,124,124,124,124,-1,124,-1,124,124,124,124,124,-1,-1,124,124,124,-1,124,124,124,124,124,124,124,-1,-1,-1
10323,Luciano,124,124,124,124,-1,-1,124,-1,-1,-1,-1,-1,130,-1,130,130,-1,-1,-1,130,130,-1,-1,-1,-1,130,130,130,130,130,130,130,130,130,130,130,-1,-1
10328,Y. González,124,124,124,124,124,124,-1,-1,124,-1,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,-1,-1
10331,Everaldo,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,131,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10335,Tadeu,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,-1,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,-1
10336,Geovane,151,151,151,151,151,151,151,151,151,151,151,151,151,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10337,Yago,151,151,151,151,151,-1,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10338,Kevin,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10356,Giovanni Augusto,151,151,-1,151,151,-1,151,151,151,151,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10351,David Duarte,151,151,151,151,151,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10352,Léo Sena,151,151,151,151,-1,151,151,-1,-1,-1,151,151,151,-1,151,-1,151,151,151,151,151,151,151,-1,151,151,151,151,151,151,151,151,151,151,151,151,151,-1
10349,Jefferson,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,-1,-1,151,151,-1,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,151,-1,-1
10362,Kayke,151,151,151,-1,151,151,151,151,151,151,151,151,151,-1,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10359,L. Barcia,151,151,151,151,151,151,151,151,151,-1,151,151,151,151,-1,-1,-1,-1,151,151,151,151,151,151,151,-1,151,151,151,151,151,151,151,151,151,151,151,-1
10364,Michael,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,-1,151,151,151,151,151,-1,151,151,151,-1,151,-1
10476,Paulo Victor,130,-1,130,130,130,130,130,130,130,-1,-1,130,-1,-1,-1,-1,130,130,130,130,-1,130,130,130,130,-1,130,130,130,130,130,130,130,130,130,130,-1,-1
10485,Pedro Geromel,130,-1,130,130,130,130,130,-1,-1,-1,130,130,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,130,130,130,-1,130,-1,130,130,-1,130,130,130,130,-1,-1,-1
2466,W. Kannemann,130,130,130,-1,-1,-1,-1,-1,-1,-1,-1,130,-1,-1,-1,-1,130,-1,130,130,-1,130,-1,-1,130,-1,130,-1,130,130,130,-1,130,130,130,130,-1,-1
10480,Bruno Cortez,130,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,-1,130,-1,-1,130,130,130,130,-1,130,130,130,130,-1,130,130,130,130,-1,130,130,130,130,130,-1,-1
10486,Léo Gomes,130,-1,130,130,130,130,130,130,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10498,Maicon,130,130,-1,-1,130,-1,130,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,130,130,130,-1,130,-1,130,130,-1,130,130,-1,130,-1,-1,-1
10491,Jean Pyerre,130,130,-1,-1,130,130,130,130,130,-1,-1,130,-1,-1,-1,-1,130,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10494,Matheus Henrique,130,130,130,130,-1,-1,-1,-1,130,-1,-1,130,-1,-1,-1,-1,130,130,130,130,-1,130,-1,-1,130,-1,130,-1,130,130,130,-1,130,130,-1,130,-1,-1
10505,André,130,130,130,130,130,-1,-1,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,130,130,-1,130,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10501,Alisson,130,130,-1,130,130,-1,130,130,-1,-1,-1,130,-1,-1,-1,-1,130,130,130,-1,-1,130,130,130,130,-1,130,-1,130,130,130,130,130,130,130,-1,-1,-1
2414,Everton,130,130,130,130,130,-1,-1,-1,-1,-1,-1,130,-1,-1,-1,130,130,130,130,130,-1,130,-1,-1,130,-1,130,130,130,130,130,130,130,130,130,130,-1,-1
9977,Vanderlei,128,128,128,128,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9988,Victor Ferraz,128,128,128,-1,128,128,128,128,128,-1,128,128,-1,-1,128,128,-1,128,128,-1,128,128,-1,128,-1,-1,-1,-1,-1,-1,128,128,-1,-1,128,-1,128,-1
9980,F. Aguilar,128,128,-1,128,-1,128,128,128,128,128,128,-1,128,-1,128,128,128,-1,-1,128,-1,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,-1,-1
9992,Gustavo Henrique,128,128,128,128,128,-1,-1,128,128,128,128,128,128,128,-1,128,128,128,-1,128,128,128,128,128,128,128,128,128,128,128,-1,128,128,-1,128,128,128,-1
9987,Diego Pituca,128,128,128,128,128,-1,128,128,128,128,128,128,128,128,128,128,128,-1,128,128,128,128,128,128,128,128,128,-1,128,128,-1,-1,-1,128,-1,128,128,-1
9991,Lucas Verissimo,128,128,128,128,128,128,128,-1,128,128,-1,128,128,128,128,128,128,128,128,128,128,-1,128,128,128,128,-1,128,128,128,128,128,128,128,128,-1,128,-1
9989,Felipe Jonatan,128,-1,-1,128,-1,-1,-1,-1,-1,-1,-1,128,128,128,-1,128,128,-1,-1,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,-1,128,128,-1,128,-1,-1,-1
9997,Jean Mota,128,-1,-1,-1,128,128,128,-1,-1,128,-1,-1,-1,-1,-1,-1,128,-1,-1,-1,128,-1,128,-1,-1,128,128,-1,-1,-1,128,-1,-1,-1,-1,128,-1,-1
2454,Y. Soteldo,128,-1,128,128,128,-1,128,128,128,128,128,128,128,128,128,128,-1,128,128,128,128,128,-1,-1,128,128,128,128,128,128,128,-1,128,128,-1,128,128,-1
9994,Jean Lucas,128,128,128,128,128,128,128,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10004,Eduardo Sasha,128,128,128,-1,-1,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,-1,128,128,128,128,128,128,128,128,128,-1,128,-1
2410,Weverton,121,121,121,121,121,121,121,121,121,121,121,121,121,121,-1,121,-1,121,121,121,121,121,-1,-1,121,121,121,121,121,-1,121,121,121,121,-1,121,121,-1
9916,Marcos Rocha,121,121,121,121,121,121,121,121,121,121,-1,121,121,-1,121,121,121,121,121,-1,121,121,121,121,121,-1,-1,121,-1,-1,121,121,121,-1,121,121,121,-1
9905,Diogo Barbosa,121,121,121,121,121,121,121,121,121,121,-1,121,121,-1,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,-1,121,121,121,-1,121,121,121,-1
2502,G. Gómez,121,121,121,121,121,121,-1,-1,-1,121,-1,121,-1,121,-1,121,-1,121,121,121,121,121,-1,-1,121,121,-1,121,121,121,121,-1,121,-1,-1,-1,-1,-1
9913,Luan,121,121,121,121,121,-1,-1,-1,-1,121,-1,121,121,-1,121,-1,121,-1,-1,-1,-1,-1,121,121,121,-1,121,-1,-1,121,-1,121,-1,121,121,121,121,-1
9929,Felipe Melo,121,121,121,121,-1,121,121,121,-1,121,-1,121,121,-1,121,121,-1,121,121,121,121,121,121,-1,121,121,121,121,121,-1,-1,-1,-1,-1,121,-1,-1,-1
9921,Bruno Henrique,121,121,121,121,121,121,121,121,-1,121,121,121,121,-1,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,-1,121,121,121,-1,121,121,121,-1
9926,Gustavo Scarpa,121,121,-1,-1,-1,-1,-1,-1,121,121,121,-1,121,-1,121,-1,121,121,121,121,121,-1,121,121,121,-1,-1,121,121,-1,121,121,-1,-1,-1,-1,-1,-1
9937,Ricardo Goulart,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9939,Dudu,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,-1,121,121,121,121,121,121,121,121,121,121,-1,121,121,121,-1,121,121,121,-1
9934,Deyverson,121,121,121,121,121,121,121,121,121,121,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,121,121,121,121,121,121,121,-1,-1,-1,-1,-1,-1
10408,Felipe Alves,154,154,154,154,154,-1,154,154,154,154,154,154,154,154,154,154,154,154,154,-1,-1,-1,-1,-1,154,154,154,154,154,154,154,154,154,154,154,154,154,-1
10412,Roger Carvalho,154,-1,154,154,-1,154,154,-1,154,154,154,154,154,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10419,Carlinhos,154,154,154,154,154,-1,154,154,154,154,154,154,-1,-1,154,-1,-1,154,154,154,154,154,154,154,-1,154,154,-1,154,-1,-1,154,154,-1,-1,154,154,-1
10420,J. Quintero,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,-1,154,154,154,154,154,154,154,154,154,154,154,154,154,-1
10413,Tinga,154,154,-1,-1,-1,-1,154,-1,-1,154,-1,154,-1,154,154,154,154,154,154,154,154,-1,154,-1,154,-1,-1,154,-1,154,-1,154,-1,-1,-1,154,-1,-1
10417,Felipe,154,-1,154,154,154,-1,154,154,154,-1,154,154,154,154,154,154,154,154,154,-1,154,154,154,154,-1,154,154,-1,154,154,154,154,154,154,-1,154,154,-1
10424,Paulo Roberto,154,-1,-1,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10437,Wellington Paulista,154,154,-1,154,-1,-1,-1,-1,154,154,154,154,154,154,154,154,154,154,-1,154,154,154,154,154,-1,154,154,154,154,-1,154,154,154,154,-1,154,154,-1
10434,Osvaldo,154,154,-1,-1,-1,-1,154,-1,154,-1,154,154,-1,-1,-1,-1,-1,154,154,-1,154,154,154,154,-1,154,154,-1,154,154,154,-1,154,154,154,154,154,-1
