Iddojogador,Nomedojogador,Iddotimerodada1,Iddotimerodada2,Iddotimerodada3,Iddotimerodada4,Iddotimerodada5,Iddotimerodada6,Iddotimerodada7,Iddotimerodada8,Iddotimerodada9,Iddotimerodada10,Iddotimerodada11,Iddotimerodada12,Iddotimerodada13,Iddotimerodada14,Iddotimerodada15,Iddotimerodada16,Iddotimerodada17,Iddotimerodada18,Iddotimerodada19,Iddotimerodada20,Iddotimerodada21,Iddotimerodada22,Iddotimerodada23,Iddotimerodada24,Iddotimerodada25,Iddotimerodada26,Iddotimerodada27,Iddotimerodada28,Iddotimerodada29,Iddotimerodada30,Iddotimerodada31,Iddotimerodada32,Iddotimerodada33,Iddotimerodada34,Iddotimerodada35,Iddotimerodada36,Iddotimerodada37,Iddotimerodada38
10436,Edinho,154,-1,154,154,154,-1,-1,-1,-1,-1,-1,-1,154,154,154,-1,-1,-1,154,-1,154,154,154,154,-1,154,-1,154,-1,-1,-1,154,-1,154,154,154,154,-1
10432,Junior Santos,154,154,-1,154,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9944,Tiago Volpi,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,-1,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,-1,-1
2571,R. Arboleda,126,-1,-1,-1,126,-1,-1,-1,126,126,126,126,126,-1,126,126,126,-1,126,126,126,126,-1,126,126,126,126,126,126,126,126,126,126,126,126,126,-1,-1
9946,Reinaldo,126,126,126,126,126,126,126,126,126,126,126,126,126,126,-1,126,126,-1,126,126,126,126,126,126,126,-1,126,126,126,126,126,126,126,126,126,126,-1,-1
9945,Bruno Alves,126,126,126,126,126,126,126,126,126,126,126,-1,126,126,-1,-1,-1,-1,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,-1,-1
9949,Igor Vinicius,126,-1,126,-1,126,-1,-1,126,-1,126,126,126,126,-1,-1,-1,-1,-1,-1,126,-1,-1,-1,126,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1
9955,Éverton,126,-1,126,-1,126,-1,126,-1,-1,-1,-1,-1,126,126,126,126,126,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9966,Húdson,126,126,126,126,126,126,126,126,126,-1,-1,-1,-1,-1,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9958,Tchê Tchê,126,126,126,126,126,126,126,-1,126,126,126,126,126,126,126,126,126,-1,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,-1,126,-1,-1
9967,Igor Gomes,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,126,126,-1,126,126,126,126,126,126,126,-1
9972,Alexandre Pato,126,126,-1,126,126,126,126,126,126,126,126,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,126,126,126,126,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9971,Antony,126,126,126,126,126,-1,-1,-1,126,126,126,126,-1,126,126,126,-1,-1,-1,-1,126,126,-1,-1,126,126,126,126,126,126,126,-1,126,126,126,126,-1,-1
2497,R. Fernández,120,120,120,120,120,120,-1,-1,120,120,120,120,120,120,120,120,-1,120,120,120,120,120,-1,-1,-1,120,120,120,120,120,120,-1,120,120,120,120,-1,-1
10050,J. Carli,120,120,120,120,-1,120,120,120,120,120,120,-1,120,-1,120,120,120,-1,-1,-1,-1,120,-1,120,-1,-1,120,120,120,120,120,120,-1,-1,120,120,-1,-1
10051,Gabriel,120,120,120,120,120,120,120,120,120,120,120,120,-1,120,120,120,-1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,-1,-1,120,-1
10048,Marcinho,120,-1,-1,-1,-1,-1,-1,-1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,-1,-1,120,120,120,120,120,-1,-1,-1,-1,-1,-1,120,120,-1
10057,Jonathan,120,-1,120,120,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10069,Cícero,120,120,120,120,120,120,120,120,-1,120,120,120,120,120,-1,120,120,120,120,120,120,120,120,-1,120,120,120,-1,-1,120,120,120,120,120,120,120,-1,-1
10068,João Paulo,120,120,-1,120,120,120,120,120,120,120,120,120,120,-1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,-1
10062,Gustavo Bochecha,120,120,120,120,-1,120,-1,-1,120,-1,-1,-1,120,120,120,-1,-1,-1,120,-1,120,120,120,120,120,-1,-1,120,120,-1,-1,-1,-1,-1,-1,-1,-1,-1
10063,Wenderson,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1
10076,Rodrigo Pimpão,120,120,120,-1,-1,-1,-1,-1,-1,-1,120,120,120,120,-1,-1,-1,-1,-1,120,-1,-1,120,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10074,Erik,120,120,120,120,-1,120,120,120,120,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10516,Alex Silva,-1,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10520,Eduardo Kunde,-1,145,-1,-1,-1,-1,145,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,-1,145,145,145,145,145,145,145,-1,-1
10538,F. Brizuela,-1,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10481,Juninho Capixaba,-1,130,130,130,130,130,-1,130,130,130,130,-1,130,-1,130,130,-1,-1,-1,-1,130,-1,-1,-1,-1,130,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,130,-1
10490,Rômulo,-1,130,-1,130,-1,-1,-1,130,130,130,130,-1,-1,130,130,-1,-1,-1,-1,-1,130,-1,-1,-1,-1,130,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10495,Michel,-1,130,130,130,130,130,-1,130,-1,-1,-1,-1,-1,-1,-1,130,130,130,130,130,-1,-1,130,130,-1,130,-1,130,-1,-1,-1,130,-1,130,130,130,-1,-1
10496,W. Montoya,-1,130,130,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10507,Diego Tardelli,-1,130,-1,-1,-1,-1,130,130,-1,130,130,-1,-1,130,130,130,130,130,130,130,-1,-1,130,-1,130,-1,130,130,130,130,130,130,130,130,-1,130,-1,-1
10502,Luan,-1,130,130,-1,-1,-1,-1,-1,130,130,130,-1,130,130,130,130,-1,-1,130,130,-1,130,130,130,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10503,Felipe Vizeu,-1,130,-1,-1,-1,130,130,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10054,Gilson,-1,120,-1,-1,120,120,120,120,120,120,-1,120,120,120,120,120,120,-1,120,120,-1,120,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10072,Diego Souza,-1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,-1,120,120,120,120,-1,120,120,120,120,-1,-1,-1,-1,120,120,120,120,-1,-1
10012,Douglas Friedrich,-1,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,-1
10198,Tharlis,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,132,-1
10088,Léo,-1,135,135,135,135,135,135,135,135,-1,-1,135,135,-1,-1,-1,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,135,135,135,135,-1
10093,A. Cabral,-1,135,-1,-1,-1,135,135,135,135,135,135,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,135,-1,-1
10098,Thiago Neves,-1,135,135,-1,135,135,135,135,135,-1,-1,135,-1,135,135,135,135,-1,135,-1,135,135,-1,135,135,135,135,135,135,-1,135,135,135,135,-1,-1,-1,-1
10101,Robinho,-1,135,-1,135,135,135,135,135,-1,-1,-1,-1,135,-1,135,135,135,-1,135,135,135,135,135,-1,135,135,135,-1,-1,135,135,-1,135,-1,-1,-1,-1,-1
10440,Jordi,-1,150,150,150,150,150,150,150,150,150,150,-1,150,150,150,150,150,-1,150,150,150,150,150,150,-1,-1,-1,-1,-1,-1,-1,-1,150,150,150,150,150,-1
10447,P. Armero,-1,150,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10272,Naldo,-1,150,150,150,150,150,150,-1,150,-1,-1,-1,-1,150,150,150,150,-1,150,150,150,150,150,150,150,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10464,Madson,-1,150,150,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10467,C. Maidana,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10470,Cassiano,-1,150,150,-1,-1,-1,150,150,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9902,Jaílson,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1
9915,Edu Dracena,-1,121,-1,-1,-1,-1,121,121,121,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1
9908,Antônio Carlos,-1,121,-1,-1,-1,121,121,121,121,-1,121,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1
9907,Victor Luis,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,121,-1,-1,-1,-1
9917,Mayke,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,121,-1,-1,-1,121,-1,-1,-1,-1
9928,Moisés,-1,121,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9918,Lucas Lima,-1,121,-1,-1,121,121,121,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,121,-1,-1,121,-1,-1,121,-1,121,121,121,-1
9924,Thiago Santos,-1,121,-1,-1,121,-1,-1,-1,121,-1,121,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,121,121,121,121,121,-1,-1,-1,-1
9923,Hyoran,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,121,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1
9920,Raphael Veiga,-1,121,121,121,-1,-1,-1,-1,-1,-1,-1,121,-1,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,121,121,-1
10427,Gabriel Dias,-1,154,154,154,154,154,-1,154,154,-1,154,-1,154,-1,154,154,154,154,154,154,-1,154,-1,154,-1,154,154,-1,154,-1,154,-1,154,154,154,-1,154,-1
10425,Marcinho,-1,154,154,154,154,154,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10422,Felipe Araruna,-1,154,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,154,-1,-1,-1,-1,-1,-1,154,-1,154,-1
10435,Kieza,-1,154,154,-1,154,154,154,-1,-1,154,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,-1,-1,154,-1,-1,-1,-1,154,-1,-1,-1
10128,Wellington,-1,134,134,-1,134,134,134,134,-1,134,134,134,-1,134,134,134,-1,-1,134,134,134,-1,134,134,134,134,134,134,-1,134,134,134,134,134,-1,134,-1,-1
9969,Jonas Toró,-1,126,126,126,-1,126,126,126,-1,-1,-1,-1,126,-1,-1,-1,-1,-1,126,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1
10378,Rodrigo Moledo,-1,119,119,119,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,119,-1,-1,119,119,-1,-1,-1,-1,-1,-1,-1,119,119,-1,119,119,119,119,119,119,-1,-1
10377,V. Cuesta,-1,119,119,119,119,119,119,119,-1,119,-1,-1,119,-1,-1,119,119,-1,119,119,119,119,119,119,-1,119,119,119,119,119,119,119,119,119,119,119,119,-1
10376,Zeca,-1,119,119,119,-1,119,119,119,-1,-1,119,119,-1,119,119,119,119,119,-1,-1,-1,-1,-1,119,119,119,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10375,Iago,-1,119,119,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10391,A. D'Alessandro,-1,119,119,119,-1,119,-1,119,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,119,-1,119,-1,119,119,119,119,119,-1,-1,119,-1
10387,Edenílson,-1,119,119,119,119,119,119,119,-1,119,-1,-1,-1,-1,-1,119,-1,-1,119,119,119,119,119,119,119,119,119,119,119,-1,119,119,119,119,119,119,119,-1
10393,Rodrigo Dourado,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10388,Patrick,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,119,119,-1,119,119,119,119,119,119,119,119,-1,119,-1,119,119,119,119,119,119,-1,-1,-1
10401,P. Guerrero,-1,119,119,119,119,119,-1,-1,-1,-1,-1,-1,119,-1,-1,119,-1,-1,119,119,-1,119,-1,-1,119,119,119,119,119,119,119,-1,119,119,119,119,119,-1
10402,N. López,-1,119,119,119,119,119,119,119,-1,-1,-1,-1,-1,-1,119,119,-1,-1,119,119,119,119,119,119,119,119,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1
10159,Rhodolfo,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,-1,127,127,-1,-1,-1,-1,-1,-1,-1,127,-1,127,127,127,-1,-1
9985,Jorge,-1,128,128,-1,128,128,128,128,128,128,128,128,128,128,128,-1,-1,128,128,-1,128,128,128,128,-1,128,128,128,128,128,128,128,-1,-1,-1,-1,128,-1
10000,C. Sánchez,-1,128,128,128,128,128,-1,-1,128,128,128,128,128,128,-1,-1,128,128,128,-1,128,-1,128,-1,128,128,-1,128,128,128,128,128,128,128,128,-1,128,-1
10009,Rodrygo,-1,128,128,-1,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10563,Cláudio Winck,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10561,Henrique,-1,133,-1,133,-1,-1,-1,-1,-1,133,133,133,133,133,133,-1,133,-1,-1,133,-1,-1,-1,133,133,133,133,133,133,-1,-1,-1,-1,133,133,133,133,-1
10569,Fellipe Bastos,-1,133,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,133,-1
10570,Yan Sasse,-1,133,-1,-1,133,-1,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9863,Réver,-1,1062,1062,1062,-1,1062,1062,1062,-1,1062,1062,1062,1062,1062,-1,1062,1062,1062,-1,-1,1062,-1,-1,1062,1062,1062,1062,1062,1062,1062,1062,1062,-1,1062,1062,1062,-1,-1
9872,Igor Rabello,-1,1062,1062,1062,1062,1062,1062,1062,-1,1062,1062,1062,1062,1062,1062,1062,1062,-1,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,-1,1062,1062,1062,-1,-1
9882,José Welison,-1,1062,-1,1062,1062,-1,1062,-1,-1,-1,-1,-1,-1,-1,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,1062,1062,1062,1062,-1,1062,1062,1062,-1
10016,Paulinho,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10036,Douglas,-1,-1,118,118,118,118,118,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10041,Gilberto,-1,-1,118,118,118,-1,-1,-1,-1,118,118,118,118,-1,118,118,118,118,118,118,118,118,-1,118,118,118,118,118,-1,-1,118,118,118,118,118,118,118,-1
10521,Luanderson,-1,-1,145,-1,-1,-1,-1,-1,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,145,145,145,145,145,145,145,145,-1,145,-1,-1
10541,Daniel Amorim,-1,-1,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10056,Fernando Costanza,-1,-1,120,120,120,120,120,120,-1,-1,-1,-1,-1,-1,-1,-1,120,120,120,-1,120,-1,120,120,-1,-1,-1,-1,120,120,-1,120,120,120,120,-1,-1,-1
10421,Nathan Otávio,-1,-1,154,-1,154,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10287,Juninho,-1,-1,154,154,154,154,154,154,154,154,154,154,154,154,154,-1,154,-1,-1,154,154,154,154,154,-1,154,154,-1,154,154,154,154,154,154,154,154,-1,-1
10438,Romarinho,-1,-1,154,-1,-1,154,154,154,154,154,154,154,154,154,154,-1,-1,154,154,154,154,-1,154,-1,-1,154,154,154,154,154,154,154,154,154,154,154,154,-1
10277,Edinho,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80187,Fernando Sobral,-1,-1,129,129,129,129,129,129,-1,-1,-1,-1,-1,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9883,Nathan,-1,-1,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1,-1,-1,1062,1062,1062,1062,1062,1062,-1,1062,1062,1062,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1
10189,Renato,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,132,132,132,132,132,-1,132,132,-1,-1,-1
10116,Paulo André,-1,-1,134,-1,-1,-1,134,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10119,Márcio Azevedo,-1,-1,134,134,134,134,134,-1,134,-1,134,-1,-1,-1,134,-1,-1,-1,-1,134,134,134,134,134,134,-1,-1,-1,134,134,134,134,-1,134,-1,134,-1,-1
10115,Robson Bambu,-1,-1,134,134,-1,-1,-1,-1,-1,134,-1,-1,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,134,-1,-1,134,-1,-1,-1
10129,Léo Cittadini,-1,-1,134,134,-1,-1,134,-1,-1,-1,-1,-1,134,-1,134,-1,-1,-1,134,134,134,134,134,134,134,-1,134,-1,-1,134,-1,-1,-1,-1,134,-1,-1,-1
10130,Erick,-1,-1,134,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,134,-1
