Iddojogador,Nomedojogador,Iddotimerodada1,Iddotimerodada2,Iddotimerodada3,Iddotimerodada4,Iddotimerodada5,Iddotimerodada6,Iddotimerodada7,Iddotimerodada8,Iddotimerodada9,Iddotimerodada10,Iddotimerodada11,Iddotimerodada12,Iddotimerodada13,Iddotimerodada14,Iddotimerodada15,Iddotimerodada16,Iddotimerodada17,Iddotimerodada18,Iddotimerodada19,Iddotimerodada20,Iddotimerodada21,Iddotimerodada22,Iddotimerodada23,Iddotimerodada24,Iddotimerodada25,Iddotimerodada26,Iddotimerodada27,Iddotimerodada28,Iddotimerodada29,Iddotimerodada30,Iddotimerodada31,Iddotimerodada32,Iddotimerodada33,Iddotimerodada34,Iddotimerodada35,Iddotimerodada36,Iddotimerodada37,Iddotimerodada38
10142,Marcelo Cirino,-1,-1,134,134,134,-1,-1,-1,134,-1,-1,134,-1,134,134,134,-1,134,-1,-1,134,134,134,134,134,134,-1,-1,-1,-1,134,134,-1,134,-1,134,-1,-1
10149,B. Romero,-1,-1,134,134,134,-1,-1,-1,-1,134,-1,-1,134,-1,-1,-1,134,134,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,134,-1
10147,Vitinho,-1,-1,134,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,-1,134,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,134,-1
10084,Egídio,-1,-1,135,135,135,135,-1,-1,135,-1,-1,135,135,135,-1,135,-1,-1,135,135,135,135,135,135,135,135,135,135,-1,135,-1,-1,135,135,135,135,-1,-1
2485,L. Orejuela,-1,-1,135,135,-1,-1,-1,-1,-1,-1,-1,135,135,135,135,135,-1,135,135,135,135,135,-1,-1,-1,135,135,135,135,-1,135,135,135,135,135,135,135,-1
10102,Lucas Silva,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10339,Daniel Guedes,-1,-1,151,151,151,151,151,151,151,151,151,-1,151,-1,-1,-1,-1,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2428,C. Cueva,-1,-1,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10477,Júlio César,-1,-1,130,-1,-1,-1,-1,-1,-1,130,130,-1,130,130,130,130,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10482,Léo Moura,-1,-1,130,-1,-1,-1,130,-1,130,130,130,-1,130,130,-1,-1,-1,-1,-1,-1,130,130,130,-1,130,-1,130,130,-1,130,-1,130,130,-1,130,-1,-1,-1
10330,Guilherme,-1,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9932,Zé Rafael,-1,-1,121,121,121,121,121,121,121,121,-1,-1,121,-1,-1,-1,121,-1,121,-1,-1,-1,-1,121,121,121,-1,121,121,121,121,121,121,-1,-1,121,121,-1
10397,M. Sarrafiore,-1,-1,119,-1,-1,-1,-1,-1,119,-1,119,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1
9953,Anderson Martins,-1,-1,126,-1,-1,126,126,126,-1,-1,-1,126,-1,126,126,126,126,-1,-1,-1,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9947,Walce,-1,-1,126,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1
9964,Liziero,-1,-1,126,126,-1,-1,-1,-1,-1,-1,-1,126,-1,126,126,126,126,-1,-1,-1,-1,-1,126,126,-1,126,126,-1,-1,126,-1,-1,126,-1,-1,-1,126,-1
2424,M. Trauco,-1,-1,127,-1,-1,127,-1,-1,127,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10157,Rodinei,-1,-1,127,-1,-1,-1,-1,127,-1,127,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,127,-1,127,-1,-1,127,127,-1,127,-1,-1,127,-1
10165,Thuler,-1,-1,127,-1,127,-1,-1,127,-1,-1,-1,127,127,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,127,-1,-1,-1,127,-1,-1
10158,Matheus Dantas,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10171,Diego,-1,-1,127,-1,127,127,127,-1,127,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,127,-1,127,-1,-1
2511,R. Piris Da Motta,-1,-1,127,-1,127,-1,127,127,-1,-1,-1,127,-1,-1,127,-1,127,-1,-1,-1,127,-1,-1,-1,-1,127,-1,127,-1,-1,-1,127,-1,-1,-1,127,-1,-1
10167,Ronaldo,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,118,-1,118,-1,118,-1,-1,-1,118,118,-1,-1,-1,-1,-1,-1,-1,118,118,-1,118,-1,118,-1
10170,Hugo Moura,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10175,O. Berrío,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10178,Lincoln,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1
10548,Sidão,-1,-1,133,133,133,133,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10562,Luiz Gustavo,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10578,Rossi,-1,-1,133,133,133,133,133,133,133,-1,-1,-1,-1,-1,-1,133,133,133,133,-1,133,133,133,133,133,133,133,-1,133,133,133,133,133,-1,133,-1,133,-1
10236,Míchel,-1,-1,131,-1,-1,-1,131,-1,-1,-1,131,-1,131,-1,131,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,131,131,-1,-1,-1,-1,-1,-1,-1
10232,Marllon,-1,-1,131,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1
10250,Jádson,-1,-1,131,131,-1,-1,131,131,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10240,Richard,-1,-1,131,-1,-1,-1,-1,-1,133,133,133,133,133,133,133,133,-1,133,133,133,-1,133,133,133,133,133,133,133,133,-1,133,133,133,133,133,133,-1,-1
10241,Mateus Vital,-1,-1,131,131,-1,131,-1,-1,-1,-1,131,-1,-1,131,-1,131,131,131,-1,131,-1,131,131,131,131,131,131,-1,131,131,-1,131,-1,-1,-1,131,131,-1
10261,Vágner Love,-1,-1,131,131,131,-1,-1,131,131,131,-1,131,131,-1,-1,131,131,-1,131,131,-1,131,131,131,-1,-1,131,-1,-1,-1,-1,-1,131,-1,-1,-1,131,-1
10256,André Luis,-1,-1,131,-1,-1,154,-1,154,154,154,-1,154,-1,-1,-1,154,154,-1,154,-1,-1,154,-1,154,154,-1,154,154,154,-1,154,154,154,-1,-1,-1,-1,-1
10038,Rogerio,-1,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10519,Igor,-1,-1,-1,145,145,145,145,145,145,145,145,145,-1,145,145,145,145,145,145,145,145,145,145,145,-1,-1,-1,-1,145,145,145,145,145,145,-1,145,-1,-1
10523,Ricardo Thalheimer,-1,-1,-1,145,145,145,145,-1,-1,145,-1,-1,-1,-1,-1,145,145,145,145,-1,145,145,145,145,145,145,145,145,145,-1,145,-1,-1,-1,-1,-1,-1,-1
10532,Luanzinho,-1,-1,-1,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,-1,-1,-1,-1,-1,145,-1,-1,-1,-1,145,-1
10449,Celsinho,-1,-1,-1,150,-1,-1,-1,150,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,150,150,150,150,-1,150,-1,-1,-1,-1,-1,-1
10028,Nilton,-1,-1,-1,150,150,-1,-1,150,150,-1,150,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,150,150,150,150,-1
10231,Henrique,-1,-1,-1,131,131,-1,131,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10230,Danilo Avelar,-1,-1,-1,131,131,-1,131,131,131,131,131,131,131,-1,-1,131,131,-1,-1,131,131,131,131,131,-1,131,131,131,-1,131,131,131,131,131,-1,-1,-1,-1
10151,Diego Alves,-1,-1,-1,127,127,127,127,-1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,-1,127,127,127,127,127,127,127,-1,127,-1
10177,Vitinho,-1,-1,-1,127,-1,-1,-1,127,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,127,-1,-1,127,127,127,127,127,-1,-1,-1,127,127,-1,-1,-1,127,-1,-1,-1
10207,Augusto Cesar,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,132,132,132,132,132,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10202,Bryan,-1,-1,-1,132,-1,132,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10311,Ganso,-1,-1,-1,124,-1,-1,124,124,124,-1,124,124,124,124,124,124,124,124,124,124,124,124,124,-1,124,124,-1,124,124,124,-1,124,124,124,-1,-1,-1,-1
10320,Daniel,-1,-1,-1,124,124,124,124,124,124,124,124,124,124,124,-1,-1,-1,-1,-1,-1,124,124,124,124,124,124,124,124,124,124,124,124,124,124,-1,124,124,-1
10321,Pedro,-1,-1,-1,124,124,-1,-1,-1,124,124,124,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10067,Alex Santana,-1,-1,-1,120,120,-1,120,120,120,120,120,120,-1,-1,120,120,120,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,120,120,120,120,120,-1,-1,-1
10346,Marlone,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,151,151,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10268,João Lucas,-1,-1,-1,129,129,129,-1,129,129,129,129,129,129,129,129,129,129,129,129,-1,129,129,129,129,129,129,129,129,-1,129,129,129,129,129,129,129,-1,-1
10091,Jádson,-1,-1,-1,135,-1,-1,-1,-1,135,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,135,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,-1
10554,Bruno Silva,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10113,Caio,-1,-1,-1,-1,134,-1,-1,-1,-1,134,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10117,Mádson,-1,-1,-1,-1,134,134,134,134,-1,134,-1,134,134,134,-1,134,134,134,134,134,134,134,134,134,134,134,-1,134,134,134,134,-1,134,-1,134,-1,-1,-1
10120,Lucas Halter,-1,-1,-1,-1,134,134,-1,-1,-1,-1,-1,-1,134,-1,134,-1,-1,-1,-1,134,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10138,Matheus Rossetto,-1,-1,-1,-1,134,-1,-1,-1,-1,134,-1,-1,134,-1,-1,-1,134,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10493,Thonny Anderson,-1,-1,-1,-1,134,-1,134,-1,-1,134,-1,134,134,134,-1,-1,134,134,-1,-1,-1,-1,134,134,134,-1,-1,-1,134,-1,-1,134,134,-1,134,-1,-1,-1
10242,Júnior Urso,-1,-1,-1,-1,131,131,131,131,131,131,131,131,131,131,-1,131,131,131,-1,131,-1,-1,-1,-1,-1,-1,131,131,131,131,131,131,131,131,131,131,131,-1
9865,Patric,-1,-1,-1,-1,1062,1062,1062,1062,-1,-1,1062,1062,1062,-1,-1,1062,1062,1062,-1,1062,1062,-1,1062,1062,-1,-1,-1,-1,1062,1062,1062,1062,1062,1062,1062,1062,-1,-1
9880,J. Cazares,-1,-1,-1,-1,1062,1062,1062,1062,-1,1062,-1,1062,1062,1062,-1,1062,1062,-1,1062,1062,1062,-1,1062,1062,-1,-1,-1,-1,-1,1062,1062,-1,1062,1062,1062,1062,-1,-1
80184,Richard,-1,-1,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10269,Valdo,-1,-1,-1,-1,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,-1,-1,-1,129,129,129,129,129,-1,-1,129,129,-1,129,-1
80166,Thiago Galhardo,-1,-1,-1,-1,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,-1,129,129,-1,129,129,129,-1,129,129,129,129,-1
77665,Bergson,-1,-1,-1,-1,129,129,129,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129,-1,-1,-1,-1,-1,129,-1,129,129,129,-1,129,129,-1,-1,-1,-1,-1
10492,Thaciano,-1,-1,-1,-1,130,130,130,130,130,130,-1,-1,130,130,130,130,-1,-1,-1,-1,130,-1,-1,-1,-1,130,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10194,Rafael Pereira,-1,-1,-1,-1,132,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,132,132,132,132,132,132,132,-1,132,132,-1,132,132,132,-1,-1,-1,-1,-1,-1,-1
10200,Caique Sá,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,132,-1
10213,Elicarlos,-1,-1,-1,-1,132,132,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,132,-1,132,132,132,132,132,132,132,-1,-1,-1,-1,-1,-1,-1,132,-1,132,-1
10217,Rildo,-1,-1,-1,-1,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10299,Agenor,-1,-1,-1,-1,124,-1,124,124,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10326,Leo Artur,-1,-1,-1,-1,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10081,Rafael,-1,-1,-1,-1,135,-1,-1,-1,-1,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10361,Juninho Brandão,-1,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9995,Alison,-1,-1,-1,-1,128,-1,-1,128,-1,-1,128,-1,-1,-1,128,-1,-1,128,128,128,-1,-1,-1,-1,-1,-1,-1,128,-1,-1,128,128,128,128,128,128,128,-1
2519,D. González,-1,-1,-1,-1,128,-1,-1,-1,-1,-1,128,128,128,128,-1,128,-1,-1,-1,128,-1,-1,-1,-1,-1,128,-1,-1,-1,-1,-1,-1,-1,128,-1,-1,-1,-1
9959,Hernanes,-1,-1,-1,-1,126,126,-1,126,126,126,126,-1,-1,-1,-1,-1,-1,-1,126,-1,126,126,126,126,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10019,Ezequiel,-1,-1,-1,-1,118,-1,-1,-1,118,118,118,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10042,Elber,-1,-1,-1,-1,118,118,118,-1,-1,-1,-1,-1,118,118,-1,-1,118,-1,118,118,118,118,118,118,118,118,-1,118,118,118,118,118,118,118,118,118,118,-1
10573,Bruno César,-1,-1,-1,-1,133,-1,-1,-1,-1,-1,133,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,-1,-1,-1,133,-1,-1,-1,-1
10571,Andrey,-1,-1,-1,-1,133,-1,133,133,-1,-1,-1,-1,-1,-1,133,-1,-1,-1,-1,133,-1,133,-1,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,133,-1,-1
10527,Caio Paulista,-1,-1,-1,-1,145,145,145,145,-1,-1,-1,-1,-1,145,145,145,145,145,145,145,145,145,145,145,145,-1,-1,-1,-1,-1,145,145,145,145,145,145,-1,-1
10368,Brenner,-1,-1,-1,-1,145,-1,145,-1,145,145,-1,-1,145,145,145,145,145,-1,-1,-1,-1,-1,-1,-1,-1,145,-1,-1,145,-1,-1,-1,-1,-1,-1,-1,-1,-1
10544,Lourenço,-1,-1,-1,-1,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,-1,145,-1,-1,145,145,145,145,-1,-1,-1,-1,145,145,145,-1,145,-1,-1
10315,Yuri,-1,-1,-1,-1,-1,124,124,124,124,124,124,-1,-1,124,-1,-1,-1,124,124,124,124,-1,124,-1,-1,-1,-1,124,124,124,124,124,124,-1,124,124,124,-1
10329,João Pedro,-1,-1,-1,-1,-1,124,124,124,124,124,-1,-1,-1,124,124,124,124,124,124,124,124,124,124,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10052,Marcelo Benevenuto,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,120,120,120,-1,-1,120,120,120,120,120,-1,120,-1,120,120,-1,-1,-1,-1,-1,-1,120,120,120,120,120,-1
10071,L. Valencia,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,120,120,120,-1,120,120,120,-1,-1,-1,120,-1,-1
10073,Luiz Fernando,-1,-1,-1,-1,-1,120,120,120,120,120,120,120,120,120,120,120,120,120,120,-1,120,120,120,120,120,120,120,120,-1,120,-1,120,-1,-1,120,120,-1,-1
9962,Vitor Bueno,-1,-1,-1,-1,-1,126,126,-1,-1,-1,-1,126,-1,-1,-1,126,126,-1,-1,-1,-1,-1,-1,126,-1,126,126,126,126,126,126,126,126,126,126,126,-1,-1
10006,Arthur Gomes,-1,-1,-1,-1,-1,132,132,132,132,132,-1,132,132,132,132,132,132,-1,132,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,132,-1,132,-1,132,-1
64288,Maranhão,-1,-1,-1,-1,-1,150,150,-1,-1,150,150,150,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10348,Yago Felipe,-1,-1,-1,-1,-1,151,-1,151,151,151,-1,-1,-1,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,-1,151,-1,-1,151,-1,151,151,-1
10564,Marcos Júnior,-1,-1,-1,-1,-1,133,133,133,133,-1,-1,-1,133,-1,133,133,133,133,133,-1,133,133,133,-1,-1,-1,-1,-1,-1,-1,133,133,133,133,-1,-1,-1,-1
10488,Rodrigues,-1,-1,-1,-1,-1,130,130,130,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,-1
9890,Jair,-1,-1,-1,-1,-1,1062,-1,-1,1062,1062,-1,1062,-1,-1,-1,1062,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1,1062,1062,1062,-1,-1
10404,Guilherme Parede,-1,-1,-1,-1,-1,119,119,-1,-1,119,-1,-1,-1,-1,119,-1,119,119,-1,-1,-1,-1,119,119,119,-1,119,119,119,-1,-1,-1,-1,-1,119,119,-1,-1
10134,L. González,-1,-1,-1,-1,-1,-1,134,134,134,-1,-1,-1,134,-1,-1,-1,134,134,-1,-1,-1,134,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,134,-1,-1
10300,Igor Julião,-1,-1,-1,-1,-1,-1,124,124,-1,-1,-1,124,124,124,-1,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1
9893,Alerrandro,-1,-1,-1,-1,-1,-1,1062,1062,-1,1062,1062,-1,-1,-1,1062,-1,-1,-1,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10500,Pepê,-1,-1,-1,-1,-1,-1,130,-1,130,130,130,-1,130,130,130,-1,-1,-1,-1,-1,130,-1,130,130,-1,130,-1,-1,-1,-1,-1,-1,-1,-1,130,130,130,-1
10579,Tiago Reis,-1,-1,-1,-1,-1,-1,133,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
